PICTURE,TITLE,PRICE,RAITING,PHONE,LINK,POSTAL_CODE,ADRESS,VILLE
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:33,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:33,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,Nissan Juke Acenta X-Tronic Navi PDC Kamera,12 990 € (TTC),4.4,+49 (0)7022 279739795,"https://www.automobile.fr/Voiture/Nissan-Juke-Acenta-X-Tronic-Navi-PDC-Kamera/vhc:car,pgn:33,pgs:10,dmg:false/pg:vipcar/268713062.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,Skoda Fabia 1.0 TSi Style,14 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Fabia-1.0-TSi-Style/vhc:car,pgn:33,pgs:10,dmg:false/pg:vipcar/271948798.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Skoda Octavia Combi Elegance Navi,Xenon",12 890 € (TTC),4.7,+49 (0)9664 9539281,"https://www.automobile.fr/Voiture/Skoda-Octavia-Combi-Elegance-Navi,Xenon/vhc:car,pgn:33,pgs:10,dmg:false/pg:vipcar/269468000.html",,Im Gewerbegebiet 16A DE-92256 Hahnbach Allemagne,
,Jaguar XJ 6 2.7 TwinTurbo Diesel Executive Facelift,13 590 € (TTC),4,+49 (0)3529 508506125,"https://www.automobile.fr/Voiture/Jaguar-XJ-6-2.7-TwinTurbo-Diesel-Executive/vhc:car,pgn:33,pgs:10,dmg:false/pg:vipcar/272538225.html",,Güterbahnhofstraße 65 DE-01809 Heidenau Allemagne,
,McLaren 675LT Spider,225 517 € (TTC),4.9,+49 (0)2836 283001394,"https://www.automobile.fr/Voiture/McLaren-675LT-Spider/vhc:car,pgn:33,pgs:10,dmg:false/pg:vipcar/272538226.html",,Im Müldersfeld 34 DE-47669 Wachtendonk Allemagne,
,Volkswagen Golf Sportsvan 1.4 TSi DSG Comfortline Allstar,25 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/267875496.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Renault Twingo Life*ERST 16Tkm*KLIMA*TEMPOMAT*USB*5-TÜR,7 490 € (TTC),3.9,+49 (0)2307 201923210,"https://www.automobile.fr/Voiture/Renault-Twingo-Life-ERST-16Tkm-KLIMA-TEMPOMAT/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/272538229.html",,Ernst-Schering-Straße 2 DE-59192 Bergkamen Allemagne,
,"Volkswagen Golf Sportsvan 1.4 TSi DSG Highline *229,-€",27 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/267875494.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Jaguar XJ 6 2.7 TwinTurbo Diesel Executive Facelift,13 590 € (TTC),4,+49 (0)3529 508506125,"https://www.automobile.fr/Voiture/Jaguar-XJ-6-2.7-TwinTurbo-Diesel-Executive/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/272538225.html",,Güterbahnhofstraße 65 DE-01809 Heidenau Allemagne,
,McLaren 675LT Spider,225 517 € (TTC),4.9,+49 (0)2836 283001394,"https://www.automobile.fr/Voiture/McLaren-675LT-Spider/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/272538226.html",,Im Müldersfeld 34 DE-47669 Wachtendonk Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:34,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Volkswagen Golf Sportsvan 1.4 TSi DSG Comfortline Allstar,25 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/267875496.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Renault Twingo Life*ERST 16Tkm*KLIMA*TEMPOMAT*USB*5-TÜR,7 490 € (TTC),3.9,+49 (0)2307 201923210,"https://www.automobile.fr/Voiture/Renault-Twingo-Life-ERST-16Tkm-KLIMA-TEMPOMAT/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/272538229.html",,Ernst-Schering-Straße 2 DE-59192 Bergkamen Allemagne,
,Jaguar XJ 6 2.7 TwinTurbo Diesel Executive Facelift,13 590 € (TTC),4,+49 (0)3529 508506125,"https://www.automobile.fr/Voiture/Jaguar-XJ-6-2.7-TwinTurbo-Diesel-Executive/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/272538225.html",,Güterbahnhofstraße 65 DE-01809 Heidenau Allemagne,
,McLaren 675LT Spider,225 517 € (TTC),4.9,+49 (0)2836 283001394,"https://www.automobile.fr/Voiture/McLaren-675LT-Spider/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/272538226.html",,Im Müldersfeld 34 DE-47669 Wachtendonk Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:35,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Nissan Juke Acenta X-Tronic Navi PDC Kamera,12 990 € (TTC),4.4,+49 (0)7022 279739795,"https://www.automobile.fr/Voiture/Nissan-Juke-Acenta-X-Tronic-Navi-PDC-Kamera/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/268713062.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,Skoda Fabia 1.0 TSi Style,14 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Fabia-1.0-TSi-Style/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/271948798.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Skoda Octavia Combi Elegance Navi,Xenon",12 890 € (TTC),4.7,+49 (0)9664 9539281,"https://www.automobile.fr/Voiture/Skoda-Octavia-Combi-Elegance-Navi,Xenon/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/269468000.html",,Im Gewerbegebiet 16A DE-92256 Hahnbach Allemagne,
,Jaguar XJ 6 2.7 TwinTurbo Diesel Executive Facelift,13 590 € (TTC),4,+49 (0)3529 508506125,"https://www.automobile.fr/Voiture/Jaguar-XJ-6-2.7-TwinTurbo-Diesel-Executive/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/272538225.html",,Güterbahnhofstraße 65 DE-01809 Heidenau Allemagne,
,McLaren 675LT Spider,225 517 € (TTC),4.9,+49 (0)2836 283001394,"https://www.automobile.fr/Voiture/McLaren-675LT-Spider/vhc:car,pgn:36,pgs:10,dmg:false/pg:vipcar/272538226.html",,Im Müldersfeld 34 DE-47669 Wachtendonk Allemagne,
,Volkswagen Golf Sportsvan 1.4 TSi DSG Comfortline Allstar,25 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/267875496.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Renault Twingo Life*ERST 16Tkm*KLIMA*TEMPOMAT*USB*5-TÜR,7 490 € (TTC),3.9,+49 (0)2307 201923210,"https://www.automobile.fr/Voiture/Renault-Twingo-Life-ERST-16Tkm-KLIMA-TEMPOMAT/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/272538229.html",,Ernst-Schering-Straße 2 DE-59192 Bergkamen Allemagne,
,"Volkswagen Golf Sportsvan 1.4 TSi DSG Highline *229,-€",27 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/267875494.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Porsche Panamera Turbo S SportChrono PDCC PCCB LED-PDLS+,86 500 € (TTC),4.4,+49 (0)7022 279742006,"https://www.automobile.fr/Voiture/Porsche-Panamera-Turbo-S-SportChrono-PDCC/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/265909232.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,McLaren 675LT Spider,225 517 € (TTC),4.9,+49 (0)2836 283001394,"https://www.automobile.fr/Voiture/McLaren-675LT-Spider/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/272538226.html",,Im Müldersfeld 34 DE-47669 Wachtendonk Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:37,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Volkswagen Golf Sportsvan 1.4 TSi DSG Comfortline Allstar,25 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/267875496.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Renault Twingo Life*ERST 16Tkm*KLIMA*TEMPOMAT*USB*5-TÜR,7 490 € (TTC),3.9,+49 (0)2307 201923210,"https://www.automobile.fr/Voiture/Renault-Twingo-Life-ERST-16Tkm-KLIMA-TEMPOMAT/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/272538229.html",,Ernst-Schering-Straße 2 DE-59192 Bergkamen Allemagne,
,"Volkswagen Golf Sportsvan 1.4 TSi DSG Highline *229,-€",27 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/267875494.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Porsche Panamera Turbo S SportChrono PDCC PCCB LED-PDLS+,86 500 € (TTC),4.4,+49 (0)7022 279742006,"https://www.automobile.fr/Voiture/Porsche-Panamera-Turbo-S-SportChrono-PDCC/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/265909232.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,Mazda 2 Lim. 1.4 CD Active Klima Servo ZV el.FH Euro 4,2 999 € (TTC),4.5,+49 (0)7955 514983109,"https://www.automobile.fr/Voiture/Mazda-2-Lim.-1.4-CD-Active-Klima-Servo-ZV/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/271887352.html",,Goldäckerstraße 3 DE-74585 Rot am See Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:38,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Volkswagen Golf Sportsvan 1.4 TSi DSG Comfortline Allstar,25 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/267875496.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Renault Twingo Life*ERST 16Tkm*KLIMA*TEMPOMAT*USB*5-TÜR,7 490 € (TTC),3.9,+49 (0)2307 201923210,"https://www.automobile.fr/Voiture/Renault-Twingo-Life-ERST-16Tkm-KLIMA-TEMPOMAT/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/272538229.html",,Ernst-Schering-Straße 2 DE-59192 Bergkamen Allemagne,
,"Volkswagen Golf Sportsvan 1.4 TSi DSG Highline *229,-€",27 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/267875494.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Porsche Panamera Turbo S SportChrono PDCC PCCB LED-PDLS+,86 500 € (TTC),4.4,+49 (0)7022 279742006,"https://www.automobile.fr/Voiture/Porsche-Panamera-Turbo-S-SportChrono-PDCC/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/265909232.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,McLaren 675LT Spider,225 517 € (TTC),4.9,+49 (0)2836 283001394,"https://www.automobile.fr/Voiture/McLaren-675LT-Spider/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/272538226.html",,Im Müldersfeld 34 DE-47669 Wachtendonk Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:39,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Porsche Panamera Turbo S SportChrono PDCC PCCB LED-PDLS+,86 500 € (TTC),4.4,+49 (0)7022 279742006,"https://www.automobile.fr/Voiture/Porsche-Panamera-Turbo-S-SportChrono-PDCC/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/265909232.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,Mazda 2 Lim. 1.4 CD Active Klima Servo ZV el.FH Euro 4,2 999 € (TTC),4.5,+49 (0)7955 514983109,"https://www.automobile.fr/Voiture/Mazda-2-Lim.-1.4-CD-Active-Klima-Servo-ZV/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/271887352.html",,Goldäckerstraße 3 DE-74585 Rot am See Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Volkswagen Golf Sportsvan 1.4 TSi DSG Comfortline Allstar,25 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/267875496.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Renault Twingo Life*ERST 16Tkm*KLIMA*TEMPOMAT*USB*5-TÜR,7 490 € (TTC),3.9,+49 (0)2307 201923210,"https://www.automobile.fr/Voiture/Renault-Twingo-Life-ERST-16Tkm-KLIMA-TEMPOMAT/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/272538229.html",,Ernst-Schering-Straße 2 DE-59192 Bergkamen Allemagne,
,"Volkswagen Golf Sportsvan 1.4 TSi DSG Highline *229,-€",27 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:40,pgs:10,dmg:false/pg:vipcar/267875494.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Porsche Panamera Turbo S SportChrono PDCC PCCB LED-PDLS+,86 500 € (TTC),4.4,+49 (0)7022 279742006,"https://www.automobile.fr/Voiture/Porsche-Panamera-Turbo-S-SportChrono-PDCC/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/265909232.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,McLaren 675LT Spider,225 517 € (TTC),4.9,+49 (0)2836 283001394,"https://www.automobile.fr/Voiture/McLaren-675LT-Spider/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/272538226.html",,Im Müldersfeld 34 DE-47669 Wachtendonk Allemagne,
,"Skoda Karoq 1.0 TSi DSG Style *249,- EUR",26 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Skoda-Karoq-1.0-TSi-DSG-Style-249,-EUR/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/264781851.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Volkswagen Arteon 2.0 TDi Elegance 4-Motion *289,- €",42 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Arteon-2.0-TDi-Elegance-4-Motion/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/264274272.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,"Porsche Cayenne GTS  Exterieur Sport Design Paket ""21",32 900 € (TTC),4.4,+49 (0)7022 279737313,"https://www.automobile.fr/Voiture/Porsche-Cayenne-GTS-Exterieur-Sport-Design/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/263082761.html",,Eichendorffstr. 30 DE-72622 Nürtingen bei Stuttgart Allemagne,
,"Volkswagen Beetle Cabriolet 2.0 TDi DSG Karmann *199,- €",27 435 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Beetle-Cabriolet-2.0-TDi-DSG/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/269786895.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Volkswagen Golf Sportsvan 1.4 TSi DSG Comfortline Allstar,25 835 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/267875496.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
,Renault Twingo Life*ERST 16Tkm*KLIMA*TEMPOMAT*USB*5-TÜR,7 490 € (TTC),3.9,+49 (0)2307 201923210,"https://www.automobile.fr/Voiture/Renault-Twingo-Life-ERST-16Tkm-KLIMA-TEMPOMAT/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/272538229.html",,Ernst-Schering-Straße 2 DE-59192 Bergkamen Allemagne,
,"Volkswagen Golf Sportsvan 1.4 TSi DSG Highline *229,-€",27 935 € (TTC),4.9,+49 (0)5205 1006888,"https://www.automobile.fr/Voiture/Volkswagen-Golf-Sportsvan-1.4-TSi-DSG/vhc:car,pgn:41,pgs:10,dmg:false/pg:vipcar/267875494.html",,Industriestrasse 19 DE-33689 Bielefeld Allemagne,
